id,Geographic Area ame,Estimate_Households_Mean_income
8600000US02825,ZCTA5 02825,104129
8600000US02826,ZCTA5 02826,98456
8600000US02827,ZCTA5 02827,99115
8600000US02828,ZCTA5 02828,101899
8600000US02830,ZCTA5 02830,92013
8600000US02831,ZCTA5 02831,118222
8600000US02832,ZCTA5 02832,106163
8600000US02833,ZCTA5 02833,74057
8600000US02835,ZCTA5 02835,149966
8600000US02836,ZCTA5 02836,82631
8600000US02837,ZCTA5 02837,109880
8600000US02838,ZCTA5 02838,95496
8600000US02839,ZCTA5 02839,68978
8600000US02840,ZCTA5 02840,91535
8600000US02841,ZCTA5 02841,
8600000US02842,ZCTA5 02842,90704
8600000US02852,ZCTA5 02852,102046
8600000US02857,ZCTA5 02857,114392
8600000US02858,ZCTA5 02858,101746
8600000US02859,ZCTA5 02859,86931
8600000US02860,ZCTA5 02860,55632
8600000US02861,ZCTA5 02861,71932
8600000US02863,ZCTA5 02863,42733
8600000US02864,ZCTA5 02864,105994
8600000US02865,ZCTA5 02865,112833
8600000US02871,ZCTA5 02871,126366
8600000US02872,ZCTA5 02872,53480
8600000US02873,ZCTA5 02873,108492
8600000US02874,ZCTA5 02874,155456
8600000US02875,ZCTA5 02875,119209
8600000US02876,ZCTA5 02876,39878
8600000US02878,ZCTA5 02878,94909
8600000US02879,ZCTA5 02879,100797
8600000US02881,ZCTA5 02881,111189
8600000US02882,ZCTA5 02882,113542
8600000US02885,ZCTA5 02885,74245
8600000US02886,ZCTA5 02886,85709
8600000US02888,ZCTA5 02888,89001
8600000US02889,ZCTA5 02889,82289
8600000US02891,ZCTA5 02891,90146
8600000US02892,ZCTA5 02892,110643
8600000US02893,ZCTA5 02893,65789
8600000US02894,ZCTA5 02894,80598
8600000US02895,ZCTA5 02895,53739
8600000US02896,ZCTA5 02896,103699
8600000US02898,ZCTA5 02898,79818
8600000US02903,ZCTA5 02903,83975
8600000US02904,ZCTA5 02904,62677
8600000US02905,ZCTA5 02905,62562
8600000US02906,ZCTA5 02906,132263
8600000US02907,ZCTA5 02907,53596
8600000US02908,ZCTA5 02908,64406
8600000US02909,ZCTA5 02909,47322
8600000US02910,ZCTA5 02910,73868
8600000US02911,ZCTA5 02911,74831
8600000US02912,ZCTA5 02912,
8600000US02914,ZCTA5 02914,64403
8600000US02915,ZCTA5 02915,71804
8600000US02916,ZCTA5 02916,92079
8600000US02917,ZCTA5 02917,96579
8600000US02919,ZCTA5 02919,80552
8600000US02920,ZCTA5 02920,74630
8600000US02921,ZCTA5 02921,116455
8600000US03031,ZCTA5 03031,169186
8600000US03032,ZCTA5 03032,125498
8600000US03033,ZCTA5 03033,153376
8600000US03034,ZCTA5 03034,120689
8600000US03036,ZCTA5 03036,153495
8600000US03037,ZCTA5 03037,111238
8600000US03038,ZCTA5 03038,86745
8600000US03042,ZCTA5 03042,94886
8600000US03043,ZCTA5 03043,121083
8600000US03044,ZCTA5 03044,110585
8600000US03045,ZCTA5 03045,103557
8600000US03046,ZCTA5 03046,133283
8600000US03047,ZCTA5 03047,89877
8600000US03048,ZCTA5 03048,84743
8600000US03049,ZCTA5 03049,163450
8600000US03051,ZCTA5 03051,114328
8600000US03052,ZCTA5 03052,117052
8600000US03053,ZCTA5 03053,121332
8600000US03054,ZCTA5 03054,114944
8600000US03055,ZCTA5 03055,91964
8600000US03057,ZCTA5 03057,129287
8600000US03060,ZCTA5 03060,68508
8600000US03062,ZCTA5 03062,112026
8600000US03063,ZCTA5 03063,102685
8600000US03064,ZCTA5 03064,88594
8600000US03070,ZCTA5 03070,122307
8600000US03071,ZCTA5 03071,106816
8600000US03076,ZCTA5 03076,122351
8600000US03077,ZCTA5 03077,85599
8600000US03079,ZCTA5 03079,106759
8600000US03082,ZCTA5 03082,115348
8600000US03084,ZCTA5 03084,98039
8600000US03086,ZCTA5 03086,94884
8600000US03087,ZCTA5 03087,164520
8600000US03101,ZCTA5 03101,54366
8600000US03102,ZCTA5 03102,67229
8600000US03103,ZCTA5 03103,64961
8600000US03104,ZCTA5 03104,81103
8600000US03106,ZCTA5 03106,102069
8600000US03109,ZCTA5 03109,94432
8600000US03110,ZCTA5 03110,163492
8600000US03215,ZCTA5 03215,135646
8600000US03216,ZCTA5 03216,82701
8600000US03217,ZCTA5 03217,58357
8600000US03218,ZCTA5 03218,92420
8600000US03220,ZCTA5 03220,82777
8600000US03221,ZCTA5 03221,79370
8600000US03222,ZCTA5 03222,70580
8600000US03223,ZCTA5 03223,85006
8600000US03224,ZCTA5 03224,97872
8600000US03225,ZCTA5 03225,88226
8600000US03226,ZCTA5 03226,88353
8600000US03227,ZCTA5 03227,103374
8600000US03229,ZCTA5 03229,119986
8600000US03230,ZCTA5 03230,75618
8600000US03231,ZCTA5 03231,82274
8600000US03233,ZCTA5 03233,168114
8600000US03234,ZCTA5 03234,95805
8600000US03235,ZCTA5 03235,62436
8600000US03237,ZCTA5 03237,87837
8600000US03238,ZCTA5 03238,35500
8600000US03240,ZCTA5 03240,71662
8600000US03241,ZCTA5 03241,91507
8600000US03242,ZCTA5 03242,94374
8600000US03243,ZCTA5 03243,88554
8600000US03244,ZCTA5 03244,82181
8600000US03245,ZCTA5 03245,89983
8600000US03246,ZCTA5 03246,75720
8600000US03249,ZCTA5 03249,108542
8600000US03251,ZCTA5 03251,67216
8600000US03253,ZCTA5 03253,92638
8600000US03254,ZCTA5 03254,110659
8600000US03255,ZCTA5 03255,120551
8600000US03256,ZCTA5 03256,76139
8600000US03257,ZCTA5 03257,124138
8600000US03258,ZCTA5 03258,104495
8600000US03259,ZCTA5 03259,94586
8600000US03260,ZCTA5 03260,116383
8600000US03261,ZCTA5 03261,101547
8600000US03262,ZCTA5 03262,64574
8600000US03263,ZCTA5 03263,67904
8600000US03264,ZCTA5 03264,73906
8600000US03266,ZCTA5 03266,67080
8600000US03268,ZCTA5 03268,107997
8600000US03269,ZCTA5 03269,97950
8600000US03273,ZCTA5 03273,100845
8600000US03275,ZCTA5 03275,89204
8600000US03276,ZCTA5 03276,66500
8600000US03278,ZCTA5 03278,91841
8600000US03279,ZCTA5 03279,68539
8600000US03280,ZCTA5 03280,96767
8600000US03281,ZCTA5 03281,104596
8600000US03282,ZCTA5 03282,88442
8600000US03284,ZCTA5 03284,77058
8600000US03285,ZCTA5 03285,70754
8600000US03287,ZCTA5 03287,102900
8600000US03290,ZCTA5 03290,116285
8600000US03291,ZCTA5 03291,26510
8600000US03293,ZCTA5 03293,99087
8600000US03301,ZCTA5 03301,83204
8600000US03303,ZCTA5 03303,81036
8600000US03304,ZCTA5 03304,131850
8600000US03307,ZCTA5 03307,84013
8600000US03431,ZCTA5 03431,76667
8600000US03440,ZCTA5 03440,87618
8600000US03441,ZCTA5 03441,37575
8600000US03442,ZCTA5 03442,75548
8600000US03443,ZCTA5 03443,85532
8600000US03444,ZCTA5 03444,100225
8600000US03445,ZCTA5 03445,82037
8600000US03446,ZCTA5 03446,89095
8600000US03447,ZCTA5 03447,82001
8600000US03448,ZCTA5 03448,77529
8600000US03449,ZCTA5 03449,109303
8600000US03450,ZCTA5 03450,104234
8600000US03451,ZCTA5 03451,65506
8600000US03452,ZCTA5 03452,76064
8600000US03455,ZCTA5 03455,99374
8600000US03456,ZCTA5 03456,73323
8600000US03457,ZCTA5 03457,100135
8600000US03458,ZCTA5 03458,118256
8600000US03461,ZCTA5 03461,90786
8600000US03462,ZCTA5 03462,160906
8600000US03464,ZCTA5 03464,90408
8600000US03465,ZCTA5 03465,79112
8600000US03466,ZCTA5 03466,102947
8600000US03467,ZCTA5 03467,106961
8600000US03470,ZCTA5 03470,59278
8600000US03561,ZCTA5 03561,61593
8600000US03570,ZCTA5 03570,53726
8600000US03574,ZCTA5 03574,71068
8600000US03575,ZCTA5 03575,100829
8600000US03576,ZCTA5 03576,62802
8600000US03579,ZCTA5 03579,69029
8600000US03580,ZCTA5 03580,102113
8600000US03581,ZCTA5 03581,78319
8600000US03582,ZCTA5 03582,55195
8600000US03583,ZCTA5 03583,68083
8600000US03584,ZCTA5 03584,67153
8600000US03585,ZCTA5 03585,74678
8600000US03586,ZCTA5 03586,106695
8600000US03588,ZCTA5 03588,62229
8600000US03590,ZCTA5 03590,52615
8600000US03592,ZCTA5 03592,58093
8600000US03593,ZCTA5 03593,96052
8600000US03595,ZCTA5 03595,70565
8600000US03597,ZCTA5 03597,42061
8600000US03598,ZCTA5 03598,59003
8600000US03601,ZCTA5 03601,69407
8600000US03602,ZCTA5 03602,71780
8600000US03603,ZCTA5 03603,58656
8600000US03604,ZCTA5 03604,118023
8600000US03605,ZCTA5 03605,73217
8600000US03607,ZCTA5 03607,82232
8600000US03608,ZCTA5 03608,113102
8600000US03609,ZCTA5 03609,92862
8600000US03740,ZCTA5 03740,81835
8600000US03741,ZCTA5 03741,86657
8600000US03743,ZCTA5 03743,61939
8600000US03745,ZCTA5 03745,93706
8600000US03746,ZCTA5 03746,123784
8600000US03748,ZCTA5 03748,102655
8600000US03750,ZCTA5 03750,171092
8600000US03751,ZCTA5 03751,64752
8600000US03752,ZCTA5 03752,72381
8600000US03753,ZCTA5 03753,99207
8600000US03754,ZCTA5 03754,68642
8600000US03755,ZCTA5 03755,179638
8600000US03765,ZCTA5 03765,58532
8600000US03766,ZCTA5 03766,88789
8600000US03768,ZCTA5 03768,163514
8600000US03770,ZCTA5 03770,94788
8600000US03771,ZCTA5 03771,83332
8600000US03773,ZCTA5 03773,70918
8600000US03774,ZCTA5 03774,67181
8600000US03777,ZCTA5 03777,119538
8600000US03779,ZCTA5 03779,94535
8600000US03780,ZCTA5 03780,79446
8600000US03781,ZCTA5 03781,111620
8600000US03782,ZCTA5 03782,89585
8600000US03784,ZCTA5 03784,79171
8600000US03785,ZCTA5 03785,61084
8600000US03801,ZCTA5 03801,107653
8600000US03809,ZCTA5 03809,85470
8600000US03810,ZCTA5 03810,99944
8600000US03811,ZCTA5 03811,130614
8600000US03812,ZCTA5 03812,68036
8600000US03813,ZCTA5 03813,79375
8600000US03814,ZCTA5 03814,55294
8600000US03816,ZCTA5 03816,84787
8600000US03817,ZCTA5 03817,47480
8600000US03818,ZCTA5 03818,63409
8600000US03819,ZCTA5 03819,98897
8600000US03820,ZCTA5 03820,89880
8600000US03823,ZCTA5 03823,145941
8600000US03824,ZCTA5 03824,103756
8600000US03825,ZCTA5 03825,112752
8600000US03826,ZCTA5 03826,95589
8600000US03827,ZCTA5 03827,126658
8600000US03830,ZCTA5 03830,70457
8600000US03832,ZCTA5 03832,99908
8600000US03833,ZCTA5 03833,119412
8600000US03835,ZCTA5 03835,75466
8600000US03836,ZCTA5 03836,77734
8600000US03837,ZCTA5 03837,68976
8600000US03838,ZCTA5 03838,65327
8600000US03839,ZCTA5 03839,71924
8600000US03840,ZCTA5 03840,136495
8600000US03841,ZCTA5 03841,115428
8600000US03842,ZCTA5 03842,110426
8600000US03844,ZCTA5 03844,179798
8600000US03845,ZCTA5 03845,97052
8600000US03846,ZCTA5 03846,98512
8600000US03847,ZCTA5 03847,136077
8600000US03848,ZCTA5 03848,111751
8600000US03849,ZCTA5 03849,92215
8600000US03850,ZCTA5 03850,66481
8600000US03851,ZCTA5 03851,79874
8600000US03852,ZCTA5 03852,99834
8600000US03853,ZCTA5 03853,69748
8600000US03854,ZCTA5 03854,211065
8600000US03855,ZCTA5 03855,94199
8600000US03856,ZCTA5 03856,171613
8600000US03857,ZCTA5 03857,87991
8600000US03858,ZCTA5 03858,115439
8600000US03860,ZCTA5 03860,72055
8600000US03861,ZCTA5 03861,112108
8600000US03862,ZCTA5 03862,153450
8600000US03864,ZCTA5 03864,66459
8600000US03865,ZCTA5 03865,96750
8600000US03867,ZCTA5 03867,74699
8600000US03868,ZCTA5 03868,71455
8600000US03869,ZCTA5 03869,93806
8600000US03870,ZCTA5 03870,175328
8600000US03871,ZCTA5 03871,175548
8600000US03872,ZCTA5 03872,86013
8600000US03873,ZCTA5 03873,111451
8600000US03874,ZCTA5 03874,81094
8600000US03875,ZCTA5 03875,114828
8600000US03878,ZCTA5 03878,72109
8600000US03882,ZCTA5 03882,75540
8600000US03883,ZCTA5 03883,64967
8600000US03884,ZCTA5 03884,119023
8600000US03885,ZCTA5 03885,148769
8600000US03886,ZCTA5 03886,64941
8600000US03887,ZCTA5 03887,86725
8600000US03890,ZCTA5 03890,58859
8600000US03894,ZCTA5 03894,85127
8600000US03901,ZCTA5 03901,89390
8600000US03902,ZCTA5 03902,139902
8600000US03903,ZCTA5 03903,87772
8600000US03904,ZCTA5 03904,93936
8600000US03905,ZCTA5 03905,102856
8600000US03906,ZCTA5 03906,82302
8600000US03907,ZCTA5 03907,87491
8600000US03908,ZCTA5 03908,98845
8600000US03909,ZCTA5 03909,111627
8600000US03910,ZCTA5 03910,81147
8600000US03911,ZCTA5 03911,
8600000US04001,ZCTA5 04001,70585
8600000US04002,ZCTA5 04002,74162
8600000US04003,ZCTA5 04003,82537
8600000US04005,ZCTA5 04005,69197
8600000US04006,ZCTA5 04006,47066
8600000US04008,ZCTA5 04008,78906
8600000US04009,ZCTA5 04009,56516
8600000US04010,ZCTA5 04010,54824
8600000US04011,ZCTA5 04011,85274
8600000US04015,ZCTA5 04015,71815
8600000US04017,ZCTA5 04017,105133
8600000US04019,ZCTA5 04019,
8600000US04020,ZCTA5 04020,80822
8600000US04021,ZCTA5 04021,134057
8600000US04022,ZCTA5 04022,67680
8600000US04024,ZCTA5 04024,59996
8600000US04027,ZCTA5 04027,72718
8600000US04029,ZCTA5 04029,73506
8600000US04030,ZCTA5 04030,82068
8600000US04032,ZCTA5 04032,116104
8600000US04037,ZCTA5 04037,58184
8600000US04038,ZCTA5 04038,92405
8600000US04039,ZCTA5 04039,80111
8600000US04040,ZCTA5 04040,60181
8600000US04041,ZCTA5 04041,55857
8600000US04042,ZCTA5 04042,72499
8600000US04043,ZCTA5 04043,108459
8600000US04046,ZCTA5 04046,88400
8600000US04047,ZCTA5 04047,69147
8600000US04048,ZCTA5 04048,62716
8600000US04049,ZCTA5 04049,79835
8600000US04050,ZCTA5 04050,95116
8600000US04051,ZCTA5 04051,74673
8600000US04055,ZCTA5 04055,76274
8600000US04056,ZCTA5 04056,59118
8600000US04057,ZCTA5 04057,
8600000US04061,ZCTA5 04061,75125
8600000US04062,ZCTA5 04062,88653
8600000US04063,ZCTA5 04063,57071
8600000US04064,ZCTA5 04064,84381
8600000US04066,ZCTA5 04066,87691
8600000US04068,ZCTA5 04068,54058
8600000US04069,ZCTA5 04069,97631
8600000US04071,ZCTA5 04071,100421
8600000US04072,ZCTA5 04072,85490
8600000US04073,ZCTA5 04073,58703
8600000US04074,ZCTA5 04074,116159
8600000US04076,ZCTA5 04076,67830
8600000US04079,ZCTA5 04079,112565
8600000US04083,ZCTA5 04083,71197
8600000US04084,ZCTA5 04084,82441
8600000US04085,ZCTA5 04085,98816
8600000US04086,ZCTA5 04086,83780
8600000US04087,ZCTA5 04087,60127
8600000US04088,ZCTA5 04088,67742
8600000US04090,ZCTA5 04090,88821
8600000US04091,ZCTA5 04091,62395
8600000US04092,ZCTA5 04092,69340
8600000US04093,ZCTA5 04093,91917
8600000US04095,ZCTA5 04095,65563
8600000US04096,ZCTA5 04096,124266
8600000US04097,ZCTA5 04097,122064
8600000US04101,ZCTA5 04101,57466
8600000US04102,ZCTA5 04102,76768
8600000US04103,ZCTA5 04103,82206
8600000US04105,ZCTA5 04105,168731
8600000US04106,ZCTA5 04106,83626
8600000US04107,ZCTA5 04107,135919
8600000US04108,ZCTA5 04108,112646
8600000US04109,ZCTA5 04109,81955
8600000US04110,ZCTA5 04110,234135
8600000US04210,ZCTA5 04210,63941
8600000US04216,ZCTA5 04216,53178
8600000US04217,ZCTA5 04217,58081
8600000US04219,ZCTA5 04219,66597
8600000US04220,ZCTA5 04220,65189
8600000US04221,ZCTA5 04221,57414
8600000US04222,ZCTA5 04222,88918
8600000US04224,ZCTA5 04224,52497
8600000US04226,ZCTA5 04226,59646
8600000US04227,ZCTA5 04227,27559
8600000US04228,ZCTA5 04228,
8600000US04231,ZCTA5 04231,48025
8600000US04234,ZCTA5 04234,39352
8600000US04236,ZCTA5 04236,83378
8600000US04237,ZCTA5 04237,74137
8600000US04238,ZCTA5 04238,66502
8600000US04239,ZCTA5 04239,64892
8600000US04240,ZCTA5 04240,56320
8600000US04250,ZCTA5 04250,56159
8600000US04252,ZCTA5 04252,77844
8600000US04253,ZCTA5 04253,72696
8600000US04254,ZCTA5 04254,41499
8600000US04255,ZCTA5 04255,63882
8600000US04256,ZCTA5 04256,68394
8600000US04257,ZCTA5 04257,53352
8600000US04258,ZCTA5 04258,86175
8600000US04259,ZCTA5 04259,66702
8600000US04260,ZCTA5 04260,81335
8600000US04261,ZCTA5 04261,71856
8600000US04263,ZCTA5 04263,67626
8600000US04265,ZCTA5 04265,78372
8600000US04267,ZCTA5 04267,65297
8600000US04268,ZCTA5 04268,59136
8600000US04270,ZCTA5 04270,60282
8600000US04271,ZCTA5 04271,
8600000US04274,ZCTA5 04274,69271
8600000US04275,ZCTA5 04275,51126
8600000US04276,ZCTA5 04276,49768
8600000US04280,ZCTA5 04280,75734
8600000US04281,ZCTA5 04281,57288
8600000US04282,ZCTA5 04282,78782
8600000US04284,ZCTA5 04284,80515
8600000US04285,ZCTA5 04285,59988
8600000US04286,ZCTA5 04286,
8600000US04287,ZCTA5 04287,68322
8600000US04289,ZCTA5 04289,54683
8600000US04290,ZCTA5 04290,66837
8600000US04292,ZCTA5 04292,63296
8600000US04294,ZCTA5 04294,61812
8600000US04330,ZCTA5 04330,58352
8600000US04342,ZCTA5 04342,74388
8600000US04343,ZCTA5 04343,
8600000US04344,ZCTA5 04344,67447
8600000US04345,ZCTA5 04345,70249
8600000US04346,ZCTA5 04346,64473
8600000US04347,ZCTA5 04347,81787
8600000US04348,ZCTA5 04348,62666
8600000US04349,ZCTA5 04349,80194
8600000US04350,ZCTA5 04350,86319
8600000US04351,ZCTA5 04351,94336
8600000US04352,ZCTA5 04352,66070
8600000US04353,ZCTA5 04353,64253
8600000US04354,ZCTA5 04354,90242
8600000US04355,ZCTA5 04355,92960
8600000US04357,ZCTA5 04357,57213
8600000US04358,ZCTA5 04358,69482
8600000US04359,ZCTA5 04359,56160
8600000US04360,ZCTA5 04360,68458
8600000US04363,ZCTA5 04363,61091
8600000US04364,ZCTA5 04364,73217
8600000US04401,ZCTA5 04401,66161
8600000US04406,ZCTA5 04406,57867
8600000US04408,ZCTA5 04408,66163
8600000US04410,ZCTA5 04410,52355
8600000US04411,ZCTA5 04411,67409
8600000US04412,ZCTA5 04412,70298
8600000US04413,ZCTA5 04413,46037
8600000US04414,ZCTA5 04414,46600
8600000US04415,ZCTA5 04415,44375
8600000US04416,ZCTA5 04416,55494
8600000US04417,ZCTA5 04417,36778
8600000US04418,ZCTA5 04418,55679
8600000US04419,ZCTA5 04419,71810
8600000US04421,ZCTA5 04421,78581
8600000US04422,ZCTA5 04422,72242
8600000US04424,ZCTA5 04424,36420
8600000US04426,ZCTA5 04426,57075
8600000US04427,ZCTA5 04427,62064
8600000US04428,ZCTA5 04428,67550
8600000US04429,ZCTA5 04429,79308
8600000US04430,ZCTA5 04430,48666
8600000US04431,ZCTA5 04431,52759
8600000US04434,ZCTA5 04434,63120
8600000US04435,ZCTA5 04435,55493
8600000US04438,ZCTA5 04438,54122
8600000US04441,ZCTA5 04441,60858
8600000US04442,ZCTA5 04442,32962
8600000US04443,ZCTA5 04443,50327
8600000US04444,ZCTA5 04444,98473
8600000US04448,ZCTA5 04448,47299
8600000US04449,ZCTA5 04449,60143
8600000US04450,ZCTA5 04450,62836
8600000US04451,ZCTA5 04451,41393
8600000US04453,ZCTA5 04453,46560
8600000US04454,ZCTA5 04454,21677
8600000US04455,ZCTA5 04455,57342
8600000US04456,ZCTA5 04456,74474
8600000US04457,ZCTA5 04457,57939
8600000US04459,ZCTA5 04459,47729
8600000US04460,ZCTA5 04460,50148
8600000US04461,ZCTA5 04461,63408
8600000US04462,ZCTA5 04462,56880
8600000US04463,ZCTA5 04463,40042
8600000US04464,ZCTA5 04464,62528
8600000US04468,ZCTA5 04468,57841
8600000US04469,ZCTA5 04469,
8600000US04471,ZCTA5 04471,48520
8600000US04472,ZCTA5 04472,66495
8600000US04473,ZCTA5 04473,67186
8600000US04474,ZCTA5 04474,73811
8600000US04475,ZCTA5 04475,53844
8600000US04476,ZCTA5 04476,68489
8600000US04478,ZCTA5 04478,50132
8600000US04479,ZCTA5 04479,52549
8600000US04481,ZCTA5 04481,57254
8600000US04485,ZCTA5 04485,60685
8600000US04487,ZCTA5 04487,43259
8600000US04488,ZCTA5 04488,70318
8600000US04489,ZCTA5 04489,37838
8600000US04490,ZCTA5 04490,57578
8600000US04491,ZCTA5 04491,44529
8600000US04492,ZCTA5 04492,45393
8600000US04493,ZCTA5 04493,63705
8600000US04495,ZCTA5 04495,45455
8600000US04496,ZCTA5 04496,69123
8600000US04497,ZCTA5 04497,40038
8600000US04530,ZCTA5 04530,73776
8600000US04535,ZCTA5 04535,83762
8600000US04537,ZCTA5 04537,75458
8600000US04538,ZCTA5 04538,63880
8600000US04539,ZCTA5 04539,82529
8600000US04541,ZCTA5 04541,41352
8600000US04543,ZCTA5 04543,68481
8600000US04544,ZCTA5 04544,108745
8600000US04547,ZCTA5 04547,71313
8600000US04548,ZCTA5 04548,85784
8600000US04551,ZCTA5 04551,75939
8600000US04553,ZCTA5 04553,96880
8600000US04554,ZCTA5 04554,73426
8600000US04555,ZCTA5 04555,71311
8600000US04556,ZCTA5 04556,74249
8600000US04558,ZCTA5 04558,94467
8600000US04562,ZCTA5 04562,99881
8600000US04563,ZCTA5 04563,66184
8600000US04564,ZCTA5 04564,102798
8600000US04568,ZCTA5 04568,91544
8600000US04570,ZCTA5 04570,
8600000US04571,ZCTA5 04571,88380
8600000US04572,ZCTA5 04572,56920
8600000US04573,ZCTA5 04573,93667
8600000US04574,ZCTA5 04574,87785
8600000US04575,ZCTA5 04575,277650
8600000US04576,ZCTA5 04576,82724
8600000US04578,ZCTA5 04578,61317
8600000US04579,ZCTA5 04579,80880
8600000US04605,ZCTA5 04605,71358
8600000US04606,ZCTA5 04606,49335
8600000US04607,ZCTA5 04607,97194
8600000US04609,ZCTA5 04609,68863
8600000US04611,ZCTA5 04611,63699
8600000US04612,ZCTA5 04612,83326
8600000US04613,ZCTA5 04613,88630
8600000US04614,ZCTA5 04614,77647
8600000US04616,ZCTA5 04616,72945
8600000US04617,ZCTA5 04617,97712
8600000US04619,ZCTA5 04619,61233
8600000US04622,ZCTA5 04622,49437
8600000US04623,ZCTA5 04623,50786
8600000US04624,ZCTA5 04624,56035
8600000US04625,ZCTA5 04625,91577
8600000US04626,ZCTA5 04626,66518
8600000US04627,ZCTA5 04627,62148
8600000US04628,ZCTA5 04628,54275
8600000US04629,ZCTA5 04629,
8600000US04630,ZCTA5 04630,57576
8600000US04631,ZCTA5 04631,58033
8600000US04634,ZCTA5 04634,48155
8600000US04635,ZCTA5 04635,17417
8600000US04637,ZCTA5 04637,58881
8600000US04640,ZCTA5 04640,77945
8600000US04642,ZCTA5 04642,100162
8600000US04643,ZCTA5 04643,52790
8600000US04644,ZCTA5 04644,
8600000US04645,ZCTA5 04645,38187
8600000US04646,ZCTA5 04646,81026
8600000US04648,ZCTA5 04648,53971
8600000US04649,ZCTA5 04649,56365
8600000US04650,ZCTA5 04650,243894
8600000US04652,ZCTA5 04652,51539
8600000US04653,ZCTA5 04653,50315
8600000US04654,ZCTA5 04654,50958
8600000US04655,ZCTA5 04655,69811
8600000US04657,ZCTA5 04657,65969
8600000US04658,ZCTA5 04658,58879
8600000US04660,ZCTA5 04660,122772
8600000US04662,ZCTA5 04662,55536
8600000US04664,ZCTA5 04664,68164
8600000US04666,ZCTA5 04666,50713
8600000US04667,ZCTA5 04667,50934
8600000US04668,ZCTA5 04668,47238
8600000US04669,ZCTA5 04669,94550
8600000US04671,ZCTA5 04671,89275
8600000US04673,ZCTA5 04673,55040
8600000US04674,ZCTA5 04674,69074
8600000US04675,ZCTA5 04675,186636
8600000US04676,ZCTA5 04676,69924
8600000US04677,ZCTA5 04677,65131
8600000US04679,ZCTA5 04679,72026
8600000US04680,ZCTA5 04680,55689
8600000US04681,ZCTA5 04681,58181
8600000US04683,ZCTA5 04683,109921
8600000US04684,ZCTA5 04684,97007
8600000US04685,ZCTA5 04685,83369
8600000US04686,ZCTA5 04686,51576
8600000US04691,ZCTA5 04691,66302
8600000US04693,ZCTA5 04693,54077
8600000US04694,ZCTA5 04694,59629
8600000US04730,ZCTA5 04730,53855
8600000US04732,ZCTA5 04732,44850
8600000US04733,ZCTA5 04733,58662
8600000US04734,ZCTA5 04734,55507
8600000US04735,ZCTA5 04735,57286
8600000US04736,ZCTA5 04736,54925
8600000US04739,ZCTA5 04739,53113
8600000US04740,ZCTA5 04740,63475
8600000US04741,ZCTA5 04741,
8600000US04742,ZCTA5 04742,62204
8600000US04743,ZCTA5 04743,57022
8600000US04745,ZCTA5 04745,53830
8600000US04746,ZCTA5 04746,38766
8600000US04747,ZCTA5 04747,51209
8600000US04750,ZCTA5 04750,43635
8600000US04756,ZCTA5 04756,51923
8600000US04757,ZCTA5 04757,69970
8600000US04758,ZCTA5 04758,59710
8600000US04760,ZCTA5 04760,58775
8600000US04761,ZCTA5 04761,61233
8600000US04762,ZCTA5 04762,52692
8600000US04763,ZCTA5 04763,43396
8600000US04764,ZCTA5 04764,47747
8600000US04765,ZCTA5 04765,45936
8600000US04766,ZCTA5 04766,50762
8600000US04768,ZCTA5 04768,58755
8600000US04769,ZCTA5 04769,57703
8600000US04772,ZCTA5 04772,62793
8600000US04773,ZCTA5 04773,52005
8600000US04774,ZCTA5 04774,43552
8600000US04776,ZCTA5 04776,51953
8600000US04777,ZCTA5 04777,40810
8600000US04779,ZCTA5 04779,52096
8600000US04780,ZCTA5 04780,64554
8600000US04781,ZCTA5 04781,50738
8600000US04783,ZCTA5 04783,61578
8600000US04785,ZCTA5 04785,43985
8600000US04786,ZCTA5 04786,49392
8600000US04787,ZCTA5 04787,43484
8600000US04841,ZCTA5 04841,54503
8600000US04843,ZCTA5 04843,76909
8600000US04847,ZCTA5 04847,75287
8600000US04848,ZCTA5 04848,112236
8600000US04849,ZCTA5 04849,86762
8600000US04851,ZCTA5 04851,51978
8600000US04852,ZCTA5 04852,72464
8600000US04853,ZCTA5 04853,85959
8600000US04854,ZCTA5 04854,83437
8600000US04855,ZCTA5 04855,139401
8600000US04856,ZCTA5 04856,95411
8600000US04858,ZCTA5 04858,79893
8600000US04859,ZCTA5 04859,78844
8600000US04860,ZCTA5 04860,77653
