ZTCA,Median_Household_Income,Mean_Household_Income
22963,78611,108375
22964,69803,72437
22967,66923,82923
22968,77839,89250
22969,63060,63261
22971,-,68557
22972,78611,101646
22973,49063,68134
22974,87974,123382
22976,79450,83369
22980,49913,67452
22989,-,N
23002,57656,79904
23004,42708,47146
23005,72558,93102
23009,73893,83574
23011,105167,115136
23015,80465,91969
23021,57528,58108
23022,41735,66151
23023,-,76538
23024,68224,103168
23025,113846,96263
23027,33409,55212
23030,56594,89938
23032,-,57558
23035,69524,95042
23038,71719,71551
23039,100926,130267
23040,48864,59323
23043,58229,66382
23045,-,N
23047,68932,123596
23050,63274,103136
23055,70889,101939
23056,58654,80748
23059,117683,148392
23060,86134,108959
23061,77785,88527
23062,52551,71745
23063,68214,99327
23064,-,53374
23065,59167,74014
23066,78194,58368
23068,-,N
23069,64547,87736
23070,61563,71215
23071,67414,88762
23072,65747,78969
23075,46000,58129
23076,-,99851
23079,54563,94451
23083,67466,77401
23084,84491,90769
23085,-,70234
23086,69451,78347
23089,78019,84860
23091,44591,132004
23092,31615,46690
23093,55556,72439
23102,86396,103510
23103,111782,169526
23106,45288,60214
23108,106190,104526
23109,49701,60802
23110,59458,72574
23111,82592,97492
23112,98190,110466
23113,115669,164458
23114,110122,124547
23115,34886,43248
23116,110483,127082
23117,73055,92887
23119,86964,99805
23120,136593,157801
23123,44957,48019
23124,86950,99629
23125,108627,94628
23126,61250,102736
23128,87083,111617
23129,143125,135522
23130,-,66693
23138,-,56987
23139,86152,102608
23140,79850,94631
23141,86432,106228
23146,113654,125286
23148,63264,68686
23149,68906,79503
23150,62183,74564
23153,108250,119395
23156,64207,65589
23160,-,-
23161,-,39478
23163,-,N
23168,76453,89563
23169,35337,47027
23173,-,-
23175,49688,59958
23176,56791,94699
23177,70509,86320
23180,55000,68414
23181,71583,85778
23185,84085,116862
23187,-,-
23188,85899,101335
23192,88152,127524
23219,36890,51314
23220,44461,82441
23221,77816,122569
23222,40147,57493
23223,43505,58901
23224,39485,49639
23225,48603,69319
23226,101679,159488
23227,50339,78276
23228,53626,67612
23229,82758,129781
23230,61086,74023
23231,56872,74854
23233,102976,129813
23234,49899,63817
23235,81534,97190
23236,82045,96756
23237,60245,72364
23238,79924,116029
23250,-,-
23294,62516,71101
23301,44286,59229
23302,125966,107472
23303,-,50700
23304,-,N
23306,69209,75195
23307,49886,48370
23308,55625,67259
23310,44079,68687
23313,38875,42809
23314,79556,95478
23315,58933,76989
23316,45476,60368
23320,73192,91629
23321,79424,97258
23322,108037,125439
23323,81886,97354
23324,42023,58046
23325,63521,75018
23336,52848,76573
23337,45729,49394
23347,60972,84985
23350,46681,54035
23354,144250,128692
23356,75125,71163
23357,61055,71102
23358,56736,57646
23359,32375,60489
23389,-,N
23395,40407,55893
23398,53906,56056
23401,28906,42585
23405,61875,82356
23407,-,56047
23408,24769,34404
23409,150000,115795
23410,42431,72094
23413,42198,64183
23414,78053,67953
23415,28397,35006
23416,30500,27456
23417,51504,77899
23418,61875,63690
23420,38472,55626
23421,29337,53146
23422,-,57132
23423,66250,59952
23426,-,39474
23427,39028,57928
23430,76698,98163
23432,109833,102560
23433,109000,138406
23434,63386,77534
23435,88880,111439
23436,104205,142192
23437,65662,79816
23438,72143,125195
23440,41806,60604
23441,43250,36880
23442,37443,54754
23451,73810,109954
23452,70845,90910
23453,69932,80666
23454,79984,103332
23455,73220,98763
23456,107262,126153
23457,82222,102970
23459,60156,61032
23460,-,-
23461,-,-
23462,67082,75481
23464,80399,94176
23480,33849,42142
23486,-,N
23487,67259,79578
23488,46956,44504
23502,57750,76291
23503,53963,67529
23504,28945,46585
23505,50415,76805
23507,76432,108734
23508,56753,82085
23509,53363,73614
23510,55600,82744
23511,61016,86553
23513,49311,63447
23517,56450,79357
23518,59299,81589
23523,30472,41446
23551,-,-
23601,59076,75339
23602,63039,76141
23603,51588,57241
23604,54188,64656
23605,42330,52750
23606,57969,81236
23607,33099,45809
23608,56422,68023
23651,87417,105973
23661,50843,66684
23662,97242,104534
23663,52412,64448
23664,68088,84584
23665,66350,74101
23666,57132,70534
23669,54745,74554
23690,67212,83317
23691,-,79166
23692,87513,101399
23693,101478,126299
23696,97344,118772
23701,55929,66562
23702,42257,51067
23703,66739,79609
23704,37851,49168
23707,46419,61711
23708,-,N
23709,-,-
23801,70114,78723
23803,44962,57484
23805,56411,73782
23806,-,-
23821,55198,59037
23824,43549,78784
23827,51625,66777
23828,67361,69135
23829,89848,89637
23830,88056,87458
23831,76388,87634
23832,88562,98495
23833,55563,64877
23834,60631,71164
23836,85808,102885
23837,49414,61021
23838,113224,131090
23839,68125,79114
23840,64583,85154
23841,65781,99153
23842,84152,93961
23843,48500,65301
23844,35208,46644
23845,82685,77316
23846,59071,59235
23847,35667,50918
23850,56714,66210
23851,47631,60341
23856,45708,51208
23857,58013,60858
23860,42934,60342
23866,67725,67676
23867,46316,59446
23868,31342,48833
23872,52000,65130
23874,52750,65756
23875,63574,78303
23876,41250,52411
23878,64943,61462
23879,68977,78187
23881,53209,63351
23882,51719,59465
23883,61528,79198
23884,-,-
23885,72900,87152
23887,-,74524
23888,50000,55889
23889,43894,53287
23890,54063,66563
23891,-,-
23893,60433,72351
23894,94891,92559
23897,41667,54710
23898,72111,78842
23899,37857,48882
23901,47234,64469
23909,-,-
23915,51833,78533
23917,50568,74013
23919,47237,63737
23920,47215,53881
23921,43917,53651
23922,59811,65753
23923,41770,54869
23924,38580,54128
23927,51875,76350
23930,42878,56427
23934,56488,63709
23936,48936,59807
23937,37266,49009
23938,77917,71102
23942,38188,60270
23943,-,N
23944,43267,54094
23947,44375,54298
23950,36647,52342
23952,26722,46947
23954,40965,43386
23958,43857,62879
23959,60100,60194
23960,48633,56982
23962,73281,66581
23963,-,102045
23964,34792,46835
23966,55254,73513
23967,43984,73970
23968,40119,52171
23970,41740,53533
23974,42049,51216
23976,-,8244
24011,52218,81084
24012,46414,57650
24013,35915,44818
24014,60403,89157
24015,56016,71250
24016,27856,45239
24017,34368,48364
24018,69989,99462
24019,72593,82209
24020,-,N
24053,40333,52801
24054,40828,53704
24055,36832,48536
24058,-,66946
24059,76938,86764
24060,53018,80170
24064,71553,84277
24065,68407,79572
24066,63403,69596
24067,56618,68600
24069,54583,65698
24070,69598,81783
24072,54766,63679
24073,60039,78628
24076,58393,55161
24077,50634,111642
24078,39399,46860
24079,40916,57736
24082,67083,73931
24083,81471,103268
24084,51399,64155
24085,42700,54944
24086,-,50556
24087,57633,81285
24088,46287,57812
24089,46184,76970
24090,86625,97432
24091,52962,64469
24092,53317,68408
24093,75000,72510
24095,58750,87697
24101,69325,81468
24102,40046,43539
24104,71670,103376
24105,43780,52546
24112,36646,52661
24120,41588,44114
24121,68125,84145
24122,53715,71318
24124,48583,57634
24127,48707,62185
24128,61435,75337
24130,-,N
24131,-,N
24132,-,24911
24133,43828,49241
24134,57016,64477
24136,56071,64605
24137,56950,122933
24138,82569,76629
24139,-,73070
24141,48664,63432
24142,-,-
24147,50278,70406
24148,41364,49289
24149,61346,75094
24150,70785,71001
24151,46585,60642
24153,61959,80772
24161,46522,58518
24162,57371,57695
24165,37837,46528
24167,-,53358
24168,30400,31980
24171,45410,55919
24174,47014,52112
24175,80238,92155
24176,92292,126507
24179,53254,69077
24184,56711,73224
24185,60500,68011
24201,36867,52852
24202,47077,55879
24210,43997,63001
24211,64219,90333
24216,27250,44610
24217,19000,34508
24219,50998,64714
24220,41929,52536
24221,28906,41226
24224,35200,41872
24225,33405,41611
24226,29848,103916
24228,32853,57586
24230,39811,51843
24236,32587,48515
24237,23472,32617
24239,26932,23928
24243,48537,76428
24244,37500,48119
24245,32393,41151
24246,31161,33863
24248,31296,43449
24250,39597,40456
24251,43848,60849
24256,27975,45920
24258,36989,58307
24260,31299,39505
24263,36536,49640
24265,20776,38509
24266,42872,60461
24269,-,53464
24270,42038,47653
24271,33056,42864
24272,18148,26704
24273,30667,47402
24277,25806,44348
24279,36934,44474
24280,44118,62747
24281,28472,44684
24282,27386,44595
24283,33559,44099
24290,33462,53672
24292,24844,34718
24293,40060,54744
24301,51072,61381
24311,32115,37573
24312,37044,48023
24313,35417,39991
24314,50057,58448
24315,50602,61589
24316,-,-
24317,38947,60180
24318,50179,54877
24319,49114,59460
24322,-,56210
24323,51705,60744
24324,68482,81862
24325,37115,54957
24326,47955,49833
24328,47885,82034
24330,30885,40995
24333,39911,56501
24340,47668,58650
24343,44981,53856
24347,53333,58034
24348,37125,48477
24350,41042,70115
24351,16783,30180
24352,28675,35662
24354,38389,50652
24360,54923,73762
24361,57198,61410
24363,33500,69867
24366,39492,55018
24368,50727,62237
24370,34926,44576
24374,36975,50026
24375,52029,54857
24377,51083,60198
24378,26528,33893
24380,56667,63235
24381,55573,75985
24382,48202,64048
24401,53770,72778
24411,-,N
24412,-,N
24413,49821,62269
24415,-,-
24416,40422,59599
24421,72462,77806
24422,42803,55276
24426,46565,64151
24430,31250,42916
24431,42887,62108
24432,61250,87667
24433,47813,43433
24435,51134,75575
24437,64659,68041
24439,39643,59666
24440,66928,63328
24441,59740,70238
24442,-,42322
24445,48387,64442
24448,35625,47177
24450,57654,75314
24457,23462,26227
24458,30398,49877
24459,74978,74925
24460,57581,66046
24464,-,84010
24465,54028,73297
24467,96000,107203
24471,62981,71897
24472,31667,50120
24473,45000,71752
24474,50208,50586
24476,74464,81059
24477,63184,68280
24479,45495,86435
24482,56964,73932
24483,55703,76022
24484,46786,55204
24485,52917,55247
24486,60369,71230
24487,65617,72404
24501,38182,48365
24502,50112,63745
24503,75353,97800
24504,41264,57624
24517,38293,52595
24520,58750,59762
24521,54712,67425
24522,55652,66526
24523,51632,61808
24526,58167,71354
24527,53803,64302
24528,42688,51485
24529,46944,55278
24530,52955,54515
24531,51491,69522
24534,34654,42263
24536,86964,88516
24538,55795,69653
24539,34904,39216
24540,40280,56983
24541,39059,57058
24549,49605,55982
24550,60321,82449
24551,81991,101800
24553,48833,53119
24554,48696,63431
24555,39318,55710
24556,67773,91249
24557,38604,48887
24558,34872,52061
24562,54107,52670
24563,44015,54471
24565,32500,43615
24566,60820,57414
24569,50882,77808
24570,-,-
24571,52162,77849
24572,50915,64654
24574,60429,75002
24577,33416,46635
24578,50602,65919
24579,45817,54137
24580,48750,58476
24581,-,N
24586,48388,58125
24588,46051,60605
24589,47425,62453
24590,58511,74314
24592,44707,57864
24593,72589,91685
24594,37276,47720
24595,106154,108781
24597,42440,65357
24598,64491,64409
24599,49821,58666
24601,-,-
24602,36250,49797
24603,26179,32017
24604,17616,16007
24605,48062,71272
24606,-,42246
24607,41667,47412
24609,43312,55800
24612,-,18977
24613,36932,38749
24614,36552,47534
24620,23673,36217
24622,28365,39206
24628,-,20961
24630,43750,59836
24631,32500,46362
24634,31042,47134
24635,19036,32123
24637,54742,69473
24639,33169,42958
24641,31300,44304
24646,35694,40012
24649,40801,54766
24651,49904,62687
24656,41958,60794
24657,36838,40219
98001,90287,102055
98002,57317,68474
98003,59391,75321
98004,134580,197786
98005,120913,157377
98006,144247,186548
98007,96545,120294
98008,117775,157380
98010,123415,135964
98011,98268,116059
98012,109161,127003
98014,112384,145424
98019,139831,160507
98020,95141,129463
98021,123479,143780
98022,76929,98253
98023,79434,94130
98024,141475,154759
98026,94385,122325
98027,113047,141468
98028,110058,135105
98029,129185,155934
98030,64666,81539
98031,83324,97465
98032,63562,81706
98033,133744,183213
98034,101674,128063
98036,84787,104424
98037,76630,88541
98038,111689,128993
98039,212337,323190
98040,147566,224619
98042,104306,127621
98043,72955,87769
98045,112568,141702
98047,59464,70743
98050,139161,212132
98051,87500,101777
98052,135287,161369
98053,145453,194206
98055,76765,92801
98056,85451,117962
98057,57172,76540
98058,92225,107395
98059,105872,137426
98065,144320,167082
98068,97625,104741
98070,78966,115678
98072,117704,155866
98074,188900,221854
98075,178697,214861
98077,166400,221823
98087,76863,91891
98092,92376,111396
98101,80389,116277
98102,91466,126345
98103,105177,133001
98104,53407,89598
98105,62582,118967
98106,69110,87301
98107,100178,132464
98108,61547,90304
98109,106393,137926
98110,117990,144868
98112,118305,207496
98115,111569,147430
98116,121208,146749
98117,116871,153544
98118,82216,106475
98119,96768,143190
98121,115323,140491
98122,79609,118252
98125,70744,95556
98126,86983,111333
98133,68994,89379
98134,83472,105632
98136,113750,143156
98144,78414,120821
98146,78750,100923
98148,61455,83242
98154,-,-
98155,94054,114497
98158,-,-
98164,157829,219627
98166,83615,111517
98168,59120,74964
98174,-,-
98177,123672,160142
98178,80283,98171
98188,60586,89223
98195,-,-
98198,66906,90677
98199,114551,164793
98201,57179,74568
98203,73840,90892
98204,55978,66951
98205,96233,105450
98207,-,-
98208,91574,104294
98220,87500,91052
98221,73802,99114
98222,96667,141579
98223,88295,100978
98224,43750,48908
98225,50184,67486
98226,64235,83820
98229,71918,93477
98230,69529,88222
98232,79394,100388
98233,61330,80263
98235,-,42445
98236,78650,96673
98237,51823,64351
98238,-,-
98239,66592,85015
98240,72647,89118
98241,44694,56772
98243,72279,79295
98244,64763,81551
98245,54219,86373
98247,60273,74875
98248,76684,84879
98249,73615,101219
98250,70613,102681
98251,73274,83922
98252,82121,91400
98253,78661,77920
98255,32361,41885
98256,62813,65292
98257,64295,85596
98258,96325,108470
98260,72697,91146
98261,60284,82958
98262,63819,90805
98263,94167,86909
98264,68174,84526
98266,30083,43221
98267,-,39576
98270,83014,91801
98271,79494,93276
98272,91458,109846
98273,62094,73991
98274,79872,95742
98275,108536,135920
98276,63462,75958
98277,60658,74365
98278,-,-
98279,58125,85958
98280,53667,108083
98281,43510,79904
98282,80965,105721
98283,75149,59626
98284,66548,79793
98286,68750,153271
98288,46500,80434
98290,99171,118448
98292,84844,102925
98294,75663,87311
98295,55750,60923
98296,137500,148414
98297,-,37884
98303,80078,96937
98304,47384,52648
98305,36875,54834
98310,56292,72527
98311,73708,84503
98312,64400,77685
98314,-,114663
98315,57134,59975
98320,50694,62509
98321,96183,105320
98323,80179,84175
98325,48542,52844
98326,39688,51096
98327,90298,102213
98328,77196,98634
98329,84565,102274
98330,-,N
98331,41619,57829
98332,102635,140395
98333,105750,139425
98335,98584,126447
98336,55625,53740
98337,51250,62383
98338,81504,95829
98339,60034,64490
98340,70238,84033
98342,69792,93545
98345,48319,77007
98346,84148,101097
98349,62385,76403
98350,35938,58280
98351,46556,74599
98353,-,N
98354,73867,86041
98355,20532,40398
98356,43173,50886
98357,44464,56484
98358,51429,70183
98359,77904,90336
98360,86341,96034
98361,39429,53818
98362,50333,68346
98363,57118,68620
98364,-,N
98365,62500,85226
98366,68653,81766
98367,83571,97235
98368,54436,75733
98370,84409,103498
98371,76729,93933
98372,75005,94162
98373,73133,91726
98374,83644,101264
98375,85417,92848
98376,64048,77566
98377,42520,50743
98380,86333,96351
98381,80870,78538
98382,53350,72135
98383,82982,101866
98385,85781,81513
98387,75308,85999
98388,82330,103006
98390,66151,83517
98391,103505,124941
98392,68850,80162
98394,71146,121744
98396,80938,94711
98402,54579,69417
98403,63507,84691
98404,54406,67607
98405,54043,68287
98406,82111,100800
98407,80196,109813
98408,59207,71328
98409,53328,66513
98416,-,-
98418,61250,70948
98421,-,-
98422,98360,116819
98424,69848,84962
98430,-,-
98433,44943,55007
98438,-,N
98439,39219,49396
98443,95868,108825
98444,48998,57287
98445,65851,80135
98446,81096,89882
98447,-,-
98465,55588,79124
98466,66966,88003
98467,69337,92271
98498,67201,85888
98499,42665,59726
98501,74558,91805
98502,69326,92565
98503,65536,75995
98506,70180,87849
98512,76294,92179
98513,76620,91342
98516,80258,100261
98520,50849,64976
98524,83659,90201
98526,48750,56875
98527,29911,41265
98528,57235,76890
98530,51250,53478
98531,47874,62722
98532,62547,76079
98533,54714,61292
98535,-,50485
98536,34125,29393
98537,56250,67320
98538,51389,69593
98541,49676,66047
98542,63594,67823
98544,-,N
98546,70526,88295
98547,37784,55547
98548,43184,51660
98550,47848,61734
98552,43750,63911
98555,-,41554
98557,53750,69024
98558,-,N
98559,-,-
98560,86058,99617
98562,-,N
98563,72137,95866
98564,47024,60968
98565,54602,64346
98568,55028,65370
98569,46999,55395
98570,61455,73609
98571,-,67752
98572,60921,65408
98575,53472,55677
98576,63238,73139
98577,53713,63945
98579,72490,79525
98580,64066,82149
98581,35945,40967
98582,-,46074
98583,41563,50766
98584,58193,69891
98585,68056,62583
98586,47396,54582
98587,34205,46012
98588,-,82783
98589,66438,79640
98590,44861,69122
98591,59345,72931
98592,61406,63726
98593,43819,47232
98595,51013,64180
98596,62456,83105
98597,70629,77659
98601,82337,82438
98602,38924,39682
98603,67772,71591
98604,85117,100815
98605,67667,68089
98606,103295,127600
98607,108321,133858
98610,56179,66283
98611,66161,76517
98612,54189,69971
98613,65833,69726
98614,40972,39844
98616,85227,72820
98617,54871,73368
98619,52500,71495
98620,42417,62679
98621,65714,97144
98624,45304,66910
98625,76809,96579
98626,53966,68275
98628,35850,45948
98629,97865,113956
98631,36650,50554
98632,47774,67514
98635,53929,65361
98638,57426,83440
98639,63846,66817
98640,44398,56992
98641,-,N
98642,98911,122410
98643,69000,72357
98644,43289,52118
98645,64038,78389
98647,-,53608
98648,60357,70946
98649,53160,64915
98650,65000,83026
98651,65250,93787
98660,47823,70249
98661,58654,77847
98662,62877,78309
98663,62020,80493
98664,66701,89678
98665,64566,85029
98670,18750,38773
98671,89695,113153
98672,65549,86616
98673,31667,48125
98674,71532,83497
98675,75972,104424
98682,75634,88902
98683,70099,90777
98684,66781,84496
98685,103120,121834
98686,86382,100449
98801,58670,80864
98802,68363,89546
98811,86324,87689
98812,48790,54457
98813,46209,51378
98814,54495,56607
98815,62526,79463
98816,55357,74723
98817,-,58383
98819,38750,46778
98821,-,95708
98822,56006,67222
98823,62795,79315
98824,43875,55267
98826,63488,83048
98827,55625,50917
98828,66740,80107
98829,40375,49934
98830,52946,58866
98831,49764,69155
98832,58438,67892
98833,97548,71319
98834,44375,86854
98836,-,68105
98837,55876,73461
98840,48011,60539
98841,46746,61616
98843,56429,73648
98844,42783,50137
98845,50167,57859
98846,62813,82550
98847,50740,72053
98848,63322,77016
98849,50149,48949
98850,52647,53338
98851,47386,58589
98852,38125,37943
98853,-,N
98855,40658,50389
98856,48900,70791
98857,40054,58931
98858,57955,73414
98859,71042,58326
98860,37500,62366
98862,59787,77068
98901,42151,58234
98902,43461,57302
98903,52634,71898
98908,64974,86823
98921,-,N
98922,57458,77290
98923,48846,51695
98925,74583,92873
98926,56018,68471
98929,-,-
98930,53781,66592
98932,55280,94814
98933,58203,76480
98934,45278,48207
98935,51648,58757
98936,65875,81905
98937,61635,77661
98938,49821,68421
98939,-,16845
98940,-,116951
98941,44886,51008
98942,62682,84397
98943,62847,72283
98944,46393,60130
98946,54583,97302
98947,51450,68200
98948,50291,55578
98950,-,N
98951,48866,67232
98952,49821,65441
98953,64958,72489
99001,49342,57894
99003,67669,83089
99004,50725,69075
99005,94571,108532
99006,62741,73991
99008,67614,72445
99009,52892,70348
99011,67656,67130
99012,54583,83359
99013,44474,50316
99016,75012,93664
99017,45625,45537
99018,57647,61872
99019,85131,115527
99020,-,-
99021,73091,91537
99022,71733,78923
99023,103571,170493
99025,75698,86156
99026,79044,88696
99027,67945,88670
99029,67760,75744
99030,52125,73005
99031,75375,87731
99032,46667,67116
99033,60469,63463
99034,-,N
99036,95625,128759
99037,58000,82946
99039,42500,46816
99040,28080,40232
99101,43207,62317
99102,68333,68317
99103,78333,87953
99105,49375,56032
99109,44512,58734
99110,41935,57028
99111,52246,69890
99113,60526,68372
99114,50067,64085
99115,51964,56788
99116,56974,67351
99117,53125,63015
99118,38304,57021
99119,48482,70782
99121,30341,52318
99122,58059,69641
99123,58750,66097
99124,45000,61107
99125,47656,60321
99126,61563,71015
99128,57813,78807
99129,38906,46809
99130,58583,61020
99131,62188,104590
99133,51172,60878
99134,35917,54985
99135,73188,73378
99136,33750,44155
99137,45833,50668
99138,38587,51637
99139,57500,73691
99140,31389,51410
99141,54213,69663
99143,48523,59833
99144,34063,40836
99146,17019,25805
99147,63828,64695
99148,58672,81260
99149,38875,46501
99150,44000,61182
99151,30938,37002
99152,63750,83489
99153,39464,58953
99154,-,93209
99155,30673,55569
99156,51389,62467
99157,34423,42122
99158,61346,76351
99159,53942,64254
99160,22500,25657
99161,73125,80486
99163,33837,56611
99164,-,-
99166,42970,62666
99167,44063,58306
99169,48899,58664
99170,51905,64693
99171,56029,62639
99173,34889,44593
99174,-,58596
99176,43906,74553
99179,78571,114179
99180,46818,72702
99181,45833,74111
99185,52250,69667
99201,30388,49424
99202,39857,54292
99203,76543,109800
99204,36280,51987
99205,53205,64159
99206,58853,71342
99207,41401,50179
99208,62587,81148
99212,54518,71763
99216,47180,60380
99217,55145,76063
99218,45689,68186
99223,71771,97920
99224,64455,92404
99301,64311,80888
99320,63075,74710
99321,-,N
99322,50625,106241
99323,72536,85631
99324,53083,65958
99326,57747,58596
99328,55048,84118
99329,50625,58044
99330,50727,45940
99333,-,59735
99335,50769,53940
99336,49973,61847
99337,74158,84479
99338,114429,136749
99341,57438,60811
99343,63052,75810
99344,51114,67112
99345,-,90939
99346,64479,56040
99347,54688,59512
99348,54722,67169
99349,58024,65621
99350,57973,70555
99352,81410,105547
99353,102021,111352
99354,73369,90089
99356,62917,73733
99357,51806,67245
99359,35278,54253
99360,85096,117914
99361,69118,82850
99362,56665,76776
99363,38011,34322
99371,53750,59984
99401,67917,85386
99402,55595,77500
99403,53079,69846
24701,36106,45858
24712,39231,53705
24714,-,29229
24715,35000,41465
24716,-,60135
24719,-,N
24724,56250,54913
24726,22328,47709
24729,27292,38718
24731,-,35714
24733,-,46010
24736,30833,35923
24737,-,37391
24738,72938,61976
24740,43586,55998
24747,30109,41460
24801,31293,41077
24808,30139,39500
24811,47431,76602
24813,-,N
24815,27188,37737
24816,60110,50954
24817,19408,53489
24818,41797,49714
24822,53225,67156
24823,36667,38448
24826,24464,19046
24827,60737,52888
24828,26429,32504
24830,-,19946
24831,-,44973
24834,-,52970
24836,40192,45825
24839,50194,59308
24843,-,34180
24844,16512,34390
24845,-,77693
24846,-,N
24847,-,38076
24848,28750,46106
24849,-,49426
24850,19844,27675
24851,35393,37993
24853,-,51933
24854,-,121574
24857,36250,47687
24860,29653,39108
24861,"2,500-",15120
24862,13650,17522
24866,27656,38837
24867,-,39954
24868,25673,31803
24869,-,31013
24870,41111,57671
24871,46250,41615
24872,24556,23421
24873,49107,55098
24874,55990,68939
24878,27667,22523
24879,28235,35539
24880,-,31647
24881,35662,36392
24882,28000,27871
24884,42652,32064
24887,-,N
24888,-,32978
24892,26000,35822
24894,25833,24208
24898,-,N
24901,39607,62466
24910,36094,51507
24915,38214,58443
24916,39853,56253
24918,53325,55455
24920,20278,43919
24924,27019,39159
24925,27125,46654
24927,21635,28844
24931,33958,51423
24934,37500,51495
24935,45043,44364
24938,66484,74370
24941,39643,50811
24944,49464,52312
24945,30664,62548
24946,47254,64181
24951,45913,52032
24954,40255,60424
24957,-,96751
24962,-,N
24963,51417,60124
24966,32500,42973
24970,43850,64147
24974,38466,71928
24976,37604,54012
24977,36481,56871
24981,37260,41961
24983,31136,46175
24984,25714,27763
24986,38728,45095
24991,51771,58393
25002,-,-
25003,49184,61613
25005,-,49709
25007,-,63777
25008,35221,53693
25009,26607,38524
25011,30526,40218
25015,50333,62369
25019,33818,41252
25021,35556,37697
25022,-,35863
25024,28563,37968
25025,-,N
25028,24375,27329
25030,49583,50164
25031,46500,56403
25033,47138,56422
25035,25897,57341
25036,-,34001
25039,46744,50393
25040,61397,59172
25043,36042,39531
25044,41719,44625
25045,36968,48949
25047,21786,30041
25048,-,N
25049,42976,49700
25051,-,68826
25053,45903,57898
25054,-,53037
25057,44602,44150
25059,61250,74539
25060,33726,41213
25061,63438,53871
25062,22031,36131
25063,33798,42291
25064,44058,53084
25067,44866,53573
25070,57723,62646
25071,51820,73771
25075,37622,42823
25076,-,34654
25081,55075,68041
25082,73906,90535
25083,48438,55902
25085,45593,42049
25086,47083,63080
25088,13702,16889
25090,-,70331
25093,-,37906
25102,33269,44466
25103,44779,46975
25106,19922,35125
25107,-,57199
25108,-,28266
25109,-,64477
25110,22930,31818
25111,21771,44193
25112,-,-
25113,30688,45932
25114,-,27083
25115,32353,33127
25118,49125,59631
25119,41250,37360
25121,29271,39916
25123,42039,68578
25124,-,89408
25125,48618,55925
25126,-,N
25130,40676,59659
25132,-,N
25133,24133,34621
25134,-,56676
25136,26307,40518
25139,-,79389
25140,23189,31644
25141,-,44620
25142,55000,48007
25143,43183,62339
25148,48750,47179
25149,39375,46027
25152,-,57291
25154,24650,47685
25156,32724,25215
25159,44615,59784
25160,-,32202
25161,-,38705
25162,56667,82540
25164,36648,48882
25165,83611,77918
25168,78254,69234
25169,45602,49019
25173,29063,33828
25174,67614,70594
25177,46601,58595
25180,-,N
25181,33333,60030
25183,-,N
25185,-,-
25186,31000,48034
25187,-,53287
25193,47875,47532
25201,-,-
25202,49650,59432
25203,-,N
25204,41042,38906
25205,27270,29498
25206,63824,54726
25208,35347,53526
25209,34922,58634
25211,-,30588
25213,71632,98315
25214,-,60042
25234,42045,55972
25235,17402,46408
25239,39700,53007
25241,76290,81288
25243,29744,47589
25244,50982,52731
25245,57895,58628
25247,50156,54808
25248,53750,75912
25251,42578,56339
25252,71607,76060
25253,54219,63493
25259,47404,58251
25260,36838,47277
25261,-,34612
25262,42188,54993
25264,45074,39163
25265,38226,53857
25266,53438,55681
25267,29464,35651
25268,27200,45206
25270,55833,76190
25271,42515,60995
25275,52978,54986
25276,32184,50001
25285,47261,55532
25286,38313,47583
25287,30370,47796
25301,22973,52513
25302,40156,59358
25303,58820,75505
25304,54688,98766
25305,-,-
25306,47228,58000
25309,50509,75952
25311,40920,58121
25312,39239,52001
25313,56127,74990
25314,80625,112526
25315,38700,47025
25320,37241,49119
25401,41192,53840
25403,75108,87319
25404,58471,71099
25405,71754,84928
25411,52472,68487
25413,59286,73208
25414,82103,96441
25419,70019,85005
25420,67500,90873
25422,36138,57954
25425,83458,97592
25427,68263,79516
25428,67716,71681
25430,72567,97271
25431,-,67251
25432,39844,47217
25434,57339,68713
25437,-,56390
25438,66417,79680
25442,82813,93933
25443,91250,110698
25444,-,93410
25446,122557,112387
25501,49056,54339
25502,38966,45511
25503,52379,57714
25504,49357,67661
25505,25163,25388
25506,33750,47180
25507,36923,51037
25508,43717,59765
25510,66447,70871
25511,17009,31857
25512,29673,34322
25514,39028,43859
25515,46597,59315
25517,21582,38184
25520,60474,60723
25521,49375,78778
25523,32170,41915
25524,32315,49387
25526,62930,83840
25529,43977,42884
25530,36853,49782
25534,-,30486
25535,62231,95719
25537,41859,47826
25540,18426,23189
25541,43656,63039
25545,70809,91910
25547,-,39451
25550,48295,60412
25555,37784,54140
25557,31779,38162
25559,45789,56498
25560,90216,96355
25564,63844,64901
25565,24663,33090
25567,35491,115082
25570,30829,42960
25571,47531,58273
25573,48077,40034
25601,47973,62283
25606,42679,74892
25607,30057,43827
25608,47589,54416
25611,-,46943
25617,32945,30623
25621,34583,47970
25624,-,58318
25625,48333,59543
25628,31838,45929
25630,31406,36852
25632,17431,45223
25634,33169,37814
25635,54500,68787
25637,32000,34280
25638,59205,54633
25639,26492,47053
25644,20547,43482
25646,29469,43847
25647,35536,42226
25649,51525,47656
25650,28224,36277
25651,19643,23241
25652,30481,42986
25653,-,51255
25654,35625,40349
25661,30625,54805
25666,30052,36173
25669,25820,34308
25670,40942,50267
25671,35602,43468
25672,19591,24634
25674,28616,36113
25676,38750,60196
25678,27313,38480
25688,54776,69468
25690,34402,45814
25692,27188,36911
25696,41250,40597
25699,-,29298
25701,36549,59409
25702,28721,41344
25703,16587,25828
