ZTCA,Median_Household_Income,Mean_Household_Income
59212,73438,98405
59213,29063,47838
59214,-,74581
59215,48966,64299
59217,102589,97824
59218,64583,78436
59219,40938,72750
59221,68871,78524
59222,97635,75231
59223,77391,89432
59225,30625,38580
59226,59500,71876
59230,56613,64780
59231,33750,64169
59240,48750,59050
59241,45000,51094
59242,-,140000
59243,53194,99696
59244,-,61300
59247,55000,64531
59248,47583,60396
59250,49722,63648
59252,68000,75457
59253,56833,87240
59254,51477,80560
59255,32024,45208
59256,-,11195
59257,56458,57149
59258,48750,52043
59259,57000,59422
59260,75278,72433
59261,46736,59292
59262,68000,81050
59263,56667,73408
59270,65476,79086
59274,50179,67250
59275,58790,78235
59276,-,N
59301,52704,70656
59311,48750,55342
59312,39167,54242
59313,68500,80910
59314,51250,61050
59315,78750,105903
59317,58516,72940
59318,34659,55809
59322,26667,26089
59323,85156,87474
59324,41389,61213
59326,33819,62291
59327,46393,64111
59330,59002,72760
59332,71406,86965
59333,-,N
59336,54167,98820
59337,44688,64687
59338,87917,87868
59339,46875,55053
59343,50625,78848
59344,61250,68379
59347,74444,86363
59349,43047,63959
59351,43942,59084
59353,53958,61871
59354,-,106959
59401,40662,60712
59404,64310,91063
59405,45342,57346
59410,41339,53366
59411,56406,80529
59412,50400,70420
59414,47868,51103
59416,73393,83707
59417,30915,40707
59418,24583,45319
59419,45000,90230
59420,56563,61982
59421,53750,71143
59422,45463,61002
59424,81250,83780
59425,52198,67197
59427,41128,58774
59430,52188,67907
59432,41071,45581
59433,45250,60671
59434,50000,57179
59436,63889,77207
59440,-,32944
59441,26667,44725
59442,46571,61012
59443,70395,81031
59444,42813,51708
59446,47763,65072
59447,48958,68365
59448,33750,55806
59450,50000,70083
59451,55938,70111
59452,45625,60456
59453,35000,62964
59454,44583,50021
59456,-,52715
59457,50432,65858
59460,24524,32347
59461,-,N
59462,40417,56087
59463,-,58884
59464,44444,79811
59465,-,34075
59466,-,66894
59467,53750,96446
59468,50250,72353
59469,50938,64710
59471,53333,99395
59472,54861,65202
59474,48111,68674
59477,75486,68657
59479,41250,59405
59480,71875,71484
59482,69167,85244
59483,65341,104331
59484,65156,59658
59485,61932,70111
59486,49500,76157
59487,55769,66423
59489,56250,63756
59501,50985,61222
59520,42344,64743
59521,29485,42583
59522,46103,85621
59523,42857,56404
59524,50125,58983
59525,42750,50708
59526,43500,49318
59527,32375,39675
59528,50625,71003
59529,41458,46798
59530,-,91092
59531,47868,115353
59532,41111,53634
59535,21250,58156
59537,98125,95452
59538,45881,58273
59540,57125,62346
59542,34844,67104
59544,-,75260
59545,37083,50670
59546,21750,36053
59547,60938,69248
59601,62219,80854
59602,74688,88425
59631,45455,55200
59632,44063,55858
59633,73750,84891
59634,93466,109902
59635,63750,70008
59636,-,-
59638,65156,69589
59639,33977,49243
59640,55536,57838
59642,-,28830
59643,21641,117929
59644,58203,66920
59645,46339,61096
59647,44250,57508
59648,58667,73769
59701,44861,61283
59703,-,139871
59710,37917,57411
59711,42477,57237
59713,-,37388
59714,71831,82417
59715,58591,95630
59716,69395,93437
59718,72320,93349
59720,59375,94828
59721,52750,74164
59722,53160,66049
59724,50000,53897
59725,43053,64303
59727,44375,56067
59728,54167,80571
59729,53889,66809
59730,75912,83862
59731,41964,44651
59732,60625,83335
59733,82143,86827
59735,51354,77120
59736,48036,66529
59739,35417,43487
59740,29896,66704
59741,64320,82520
59743,45000,56482
59745,83000,96078
59746,54063,80837
59747,53571,68223
59748,68375,89028
59749,61932,68331
59750,60000,76729
59751,38571,55687
59752,65238,75856
59754,57159,96451
59755,48125,52666
59756,-,N
59758,42500,66383
59759,55458,62933
59760,53958,59173
59761,63125,80704
59762,46771,68680
59801,40433,57523
59802,45552,64013
59803,76159,106094
59804,70429,93296
59808,57538,79010
59820,52941,67543
59821,52875,69251
59823,62159,71853
59824,53214,62061
59825,62500,83514
59826,50313,54704
59827,54821,69082
59828,58112,73288
59829,43527,62001
59830,31000,37276
59831,29583,48789
59832,46944,59278
59833,63690,76666
59834,68203,95044
59837,66500,82866
59840,44283,60459
59841,46250,55722
59842,-,70818
59843,65068,59853
59844,35250,61925
59845,23468,37943
59846,60288,87706
59847,60380,75060
59848,60938,117233
59851,-,79700
59853,42500,53203
59854,59375,59664
59855,20066,24116
59856,34183,48964
59858,52656,79821
59859,45871,57306
59860,48813,64571
59863,-,47088
59864,43277,53522
59865,46571,57925
59866,41711,54072
59867,95179,92637
59868,50547,63150
59870,60986,82126
59871,66250,76243
59872,37404,51269
59873,44773,62319
59874,47083,55685
59875,52926,64263
59901,55482,74324
59910,-,72232
59911,62420,85657
59912,52275,68447
59913,40417,55420
59914,63571,72573
59915,-,34982
59916,43125,65131
59917,40737,60101
59918,69438,69348
59919,25926,32304
59920,54950,77111
59922,66526,71303
59923,39977,57080
59925,53365,63477
59926,29107,36085
59927,36458,41179
59928,51875,46463
59929,46250,70724
59930,23839,32218
59931,59479,94508
59932,77258,92430
59933,46103,46800
59934,33482,55408
59935,38750,61168
59936,50278,59940
59937,63030,96697
68001,71250,71942
68002,75750,87943
68003,64038,89487
68004,60417,73733
68005,58562,71970
68007,114830,140213
68008,67311,82770
68010,56875,83300
68014,35625,38456
68015,64375,80389
68016,78438,122301
68017,75804,85803
68018,117569,103631
68019,68250,71006
68020,47222,72914
68022,105956,139736
68023,82313,99603
68025,53049,67220
68028,111379,125220
68029,53393,68005
68030,72083,76864
68031,73287,87248
68033,73438,80915
68034,86154,104503
68036,29167,39234
68037,84293,97593
68038,51438,70395
68039,29844,41355
68040,54250,59815
68041,69423,78692
68042,-,65336
68044,47375,63827
68045,57260,79182
68046,91316,107137
68047,66597,85658
68048,67413,80107
68050,49286,64557
68055,71250,76411
68057,59091,68457
68058,96198,107409
68059,81648,103329
68061,56202,70114
68062,83333,104961
68063,44750,53242
68064,62095,96227
68065,60125,79638
68066,63433,79860
68067,42500,54491
68068,63333,73408
68069,94348,188836
68070,54583,68318
68071,43393,48593
68072,38500,82840
68073,71940,88354
68102,57188,75351
68104,48620,60402
68105,42944,58955
68106,59806,73140
68107,43754,52979
68108,41836,53922
68110,29811,35888
68111,29315,37994
68112,52116,65939
68113,47344,63692
68114,60968,95158
68116,102156,118188
68117,53680,63361
68118,132472,161583
68122,84947,90954
68123,82817,95907
68124,75665,112260
68127,54408,70331
68128,71627,85229
68130,106406,147988
68131,41845,57365
68132,64206,105862
68133,114310,127683
68134,53061,63649
68135,116106,133052
68136,105516,121552
68137,70266,82468
68138,82708,98860
68142,90398,132321
68144,71444,89940
68147,61297,70645
68152,71719,97157
68154,72663,109650
68157,65327,75761
68164,72964,89041
68178,-,-
68301,74000,91845
68303,70156,86791
68304,72250,87274
68305,51940,67619
68307,47750,61206
68309,43750,45567
68310,48214,61794
68313,65125,80337
68314,71023,104265
68315,56250,58189
68316,66563,73356
68317,78333,94787
68318,47500,60664
68319,64028,77892
68320,48750,82764
68321,43750,56843
68322,57132,69739
68323,49688,96274
68324,177969,146316
68325,90446,100537
68326,64000,81043
68327,40000,48188
68328,57500,72351
68329,49205,68308
68331,60938,77055
68332,21406,38388
68333,47326,63225
68335,45833,60507
68336,116719,137372
68337,45625,58214
68338,52000,87385
68339,92361,112827
68340,52656,66307
68341,66923,79676
68342,53026,68158
68343,67813,78116
68344,73047,73141
68345,47981,51523
68346,64444,70872
68347,87083,124568
68348,63333,60923
68349,82656,87489
68350,44063,72305
68351,67639,87611
68352,40129,50818
68354,61625,69508
68355,45214,59547
68357,73125,106055
68358,113796,115646
68359,61071,77718
68360,76818,98436
68361,61154,76060
68362,57188,74332
68364,71667,76586
68365,70313,67114
68366,69315,83457
68367,51250,67745
68368,77083,93085
68370,51023,65261
68371,58860,70582
68372,108257,121172
68375,21042,26528
68376,51711,65271
68377,62813,88950
68378,59000,71066
68379,52188,64594
68380,35000,52638
68381,39250,57222
68382,-,87244
68401,69286,76236
68402,80625,87568
68403,64688,73780
68404,68819,72560
68405,59643,80058
68406,34861,57350
68407,65833,78643
68409,86058,95792
68410,51563,68734
68413,79531,98496
68414,53558,77282
68415,52386,91189
68416,42708,51780
68417,48571,54196
68418,77714,91576
68419,83750,104367
68420,44485,58532
68421,50417,65829
68422,88750,104432
68423,82600,77919
68424,53750,63629
68428,98750,99218
68430,89200,103375
68431,66500,66994
68433,-,51323
68434,72925,80951
68436,51136,66811
68437,61667,91159
68438,56250,65585
68439,68250,77976
68440,39063,43063
68441,41875,52559
68442,41250,59865
68443,67232,80138
68444,78750,70342
68445,58500,62426
68446,61487,77348
68447,47917,58072
68448,47917,75040
68450,48654,65650
68452,37917,46041
68453,54708,59419
68454,74250,82146
68455,60938,76256
68456,68095,90914
68457,56607,60279
68458,58750,66394
68460,66705,79094
68461,-,179614
68462,82500,92443
68463,63700,70785
68464,58750,63196
68465,56667,64253
68466,45179,57013
68467,60052,81801
68502,52972,69063
68503,35375,49087
68504,42596,49828
68505,58895,65406
68506,59373,79679
68507,58806,72042
68508,26067,34838
68510,55639,69724
68512,79618,109868
68514,-,N
68516,87614,108228
68517,107574,152915
68520,112443,160861
68521,55043,71702
68522,68856,76097
68523,119861,168315
68524,65221,74400
68526,124818,153636
68527,139607,171071
68528,64885,74307
68531,73715,86942
68532,109583,117535
68601,61280,75307
68620,57399,81255
68621,64010,60496
68622,58750,70225
68623,47115,71007
68624,66042,73911
68626,64375,69655
68627,66806,86991
68628,54712,63023
68629,59500,65557
68631,53333,66939
68632,57440,70417
68633,62188,79172
68634,45833,60336
68635,82708,87028
68636,58911,65246
68637,51000,54516
68638,50294,70051
68640,49625,67067
68641,59081,63633
68642,75500,78569
68643,68370,78709
68644,71094,75407
68647,64167,87099
68648,74375,79315
68649,75852,85525
68651,68333,76190
68652,45197,57379
68653,62188,79467
68654,54792,67324
68655,58750,82035
68658,62578,79691
68659,48750,49499
68660,52500,69230
68661,63977,72783
68662,75227,79341
68663,49375,57353
68664,48438,64382
68665,44181,60833
68666,64643,77837
68667,42500,56522
68669,53864,74969
68701,53481,69655
68710,49808,68801
68711,-,73668
68713,50972,69379
68714,64688,85535
68715,72396,74073
68716,53958,61997
68717,72500,84113
68718,46985,62947
68719,42500,72323
68720,61125,91644
68722,58929,66755
68723,72917,74426
68724,44083,48503
68725,41875,62742
68726,49766,53194
68727,55000,77058
68728,61500,64581
68729,53017,65384
68730,65370,80360
68731,75573,85157
68732,60227,59727
68733,61413,69207
68734,82813,73103
68735,55417,63681
68736,62500,66039
68739,68026,79457
68740,76923,81875
68741,69375,86785
68742,56250,57374
68743,73068,103171
68745,56111,70270
68746,36198,48322
68747,75833,83548
68748,55462,63953
68749,42000,56304
68751,43750,64650
68752,60750,72454
68753,58750,70634
68755,46875,54532
68756,48882,61255
68757,58750,62524
68758,51728,61619
68759,32500,47839
68760,48625,56922
68761,37813,47390
68763,62474,77762
68764,45000,58525
68765,65521,75566
68766,76250,100528
68767,65634,78780
68768,56250,71105
68769,55217,60564
68770,51012,73401
68771,53958,65612
68773,45625,53709
68774,55417,63486
68776,54917,66248
68777,48393,75083
68778,58068,68058
68779,62083,68416
68780,62333,70868
68781,51000,62344
68783,52250,57949
68784,66071,68488
68785,81250,99583
68786,64605,87836
68787,44539,63937
68788,54196,68724
68789,38750,62725
68790,67688,85808
68791,55179,73602
68792,68750,73563
68801,55515,69977
68803,58584,77435
68810,45385,57327
68812,68571,81458
68813,57500,73725
68814,51705,60970
68815,40833,60158
68816,44886,49199
68817,44167,49013
68818,62214,75855
68820,49955,62948
68821,48750,48088
68822,52071,83477
68823,54265,64136
68824,59615,74273
68825,48657,61385
68826,56685,70442
68827,54519,71674
68828,58125,64904
68831,59531,63044
68832,81328,91288
68833,51042,54710
68834,48125,53577
68835,55795,56946
68836,65183,80041
68837,73688,71297
68838,62885,60688
68840,62523,71776
68841,71250,82905
68842,46328,62402
68843,75000,82634
68844,42813,58911
68845,61898,87996
68846,49375,58374
68847,56587,67446
68849,-,-
68850,53978,65076
68852,66705,66535
68853,43125,55189
68854,54917,74399
68855,47708,81069
68856,56071,69106
68858,57188,66561
68859,46458,56284
68860,44792,51336
68861,-,85662
68862,56618,70635
68863,51944,76762
68864,58859,74393
68865,72946,93807
68866,62321,74721
68869,51288,74630
68870,70714,87410
68871,51500,66505
68872,66696,75233
68873,60292,66222
68874,40395,70441
68875,49395,60086
68876,53750,69717
68878,54583,66797
68879,50500,60116
68881,-,-
68882,40729,59549
68883,57880,72093
68901,49842,68296
68920,50500,68872
68922,59183,71642
68923,92750,96123
68924,65078,80094
68925,76071,79349
68926,36944,46010
68927,60521,84095
68928,48750,67113
68929,-,36597
68930,59583,74579
68932,52500,64173
68933,61875,66398
68934,-,38883
68935,46607,61017
68936,30000,44191
68937,63100,77866
68938,54167,71689
68939,45903,58808
68940,68875,81661
68941,62692,72794
68942,52000,60509
68943,43750,50738
68944,60859,65246
68945,60536,60037
68946,26250,33327
68947,56250,81476
68948,39583,54582
68949,56898,73243
68950,44844,66427
68952,46250,234268
68954,58500,52689
68955,79808,86088
68956,62841,70445
68957,53571,72054
68958,54167,74887
68959,55776,75176
68960,40938,48513
68961,51538,67044
68964,53750,49538
68966,47721,54470
68967,47885,62942
68969,-,55244
68970,38672,56952
68971,36823,52974
68972,28125,64062
68973,59000,76648
68974,87250,83357
68975,72422,79956
68976,78250,89929
68977,58750,67767
68978,41458,68720
68979,60435,80473
68980,63750,90766
68981,60972,56644
68982,64792,88348
69001,49180,61489
69020,51667,81407
69021,42042,57017
69022,56833,72690
69023,63472,87629
69024,60938,71517
69025,42955,56859
69026,36917,43154
69027,-,N
69028,58750,70615
69029,56875,66110
69030,42250,45798
69032,53000,63882
69033,58849,71395
69034,48150,68504
69036,55750,47090
69037,40288,41442
69038,54306,87303
69039,112500,115030
69040,45446,65213
69041,35625,35658
69042,51250,45433
69043,44135,51032
69044,43182,72773
69045,53220,58647
69046,49028,59910
69101,58113,73175
69120,59265,77144
69121,40833,57135
69122,50735,63396
69123,65357,104465
69125,37000,46081
69127,56250,68414
69128,42750,50649
69129,46571,56001
69130,46916,65564
69131,57813,69380
69132,-,65294
69133,69583,70089
69134,60000,72634
69135,-,138514
69138,70000,81364
69140,70048,90441
69141,56607,76564
69142,50833,60008
69143,66691,77844
69144,-,58296
69145,52969,62530
69146,44087,46308
69147,41500,61241
69148,76000,261427
69149,55694,64220
69150,50875,60023
69151,64792,74902
69152,41250,62228
69153,49093,60983
69154,40909,58569
69155,66667,77937
69156,47262,68557
69157,51875,60995
69161,36875,54940
69162,54227,67469
69163,59338,75065
69165,73788,81001
69166,71042,76787
69167,45000,57588
69168,66250,87981
69169,63571,78567
69170,48393,65204
69171,-,N
69201,55556,59415
69210,47067,71711
69211,40833,62067
69212,36563,41791
69214,42177,50640
69216,77500,88305
69217,30326,43565
69218,62188,61766
69219,95625,87892
69220,42188,88471
69221,51111,59924
69301,52038,64544
69331,44750,50922
69333,55625,87124
69334,46594,66650
69335,56250,47208
69336,47632,63090
69337,50986,62292
69339,44811,57295
69340,-,240682
69341,56045,74272
69343,40481,63013
69345,51250,69593
69346,44301,65890
69347,63523,77850
69348,60848,73852
69350,41250,68377
69351,50667,79306
69352,48795,60685
69353,58438,57508
69354,31622,41163
69355,57500,59814
69356,37586,45266
69357,53618,66643
69358,57321,68050
69360,43095,53137
69361,47121,64585
69365,-,N
69366,63125,72445
69367,73846,72435
89001,60152,73439
89002,82778,97492
89003,-,48278
89004,75515,201991
89005,61787,85483
89007,83750,86214
89008,-,49400
89010,36250,53967
89011,70129,101139
89012,81992,108312
89013,33542,44810
89014,61194,79692
89015,56569,70121
89017,-,N
89018,51417,55135
89019,50767,123155
89020,54167,64079
89021,84176,92092
89022,-,-
89025,62614,66044
89026,-,-
89027,55542,67695
89029,36551,46605
89030,36275,45897
89031,66170,77489
89032,60294,69337
89039,32813,31089
89040,63289,67331
89042,68319,76335
89043,54643,66043
89044,89012,116447
89045,85074,82577
89046,31917,38177
89047,60865,65421
89048,43720,55191
89049,34537,41279
89052,85021,120942
89054,83750,78083
89060,45924,53591
89061,57189,64991
89074,76422,99082
89081,68787,77281
89084,80921,94777
89085,120194,111833
89086,61741,68449
89101,25310,38054
89102,36729,53252
89103,42537,56878
89104,36448,48687
89106,29906,43953
89107,44234,57889
89108,46165,57270
89109,42837,90783
89110,44415,61302
89113,72479,100550
89115,39412,48799
89117,58608,90586
89118,57859,76920
89119,35705,46571
89120,51347,72674
89121,42530,59385
89122,46448,58871
89123,68691,89382
89124,118269,301466
89128,57456,79308
89129,75719,93827
89130,68764,82044
89131,99145,115294
89134,69461,100149
89135,94821,151824
89138,120759,163223
89139,79197,95523
89141,89649,118095
89142,49180,61646
89143,85455,103658
89144,88750,141807
89145,59549,91201
89146,48210,77171
89147,58964,75593
89148,76359,89315
89149,73883,100331
89156,48920,60155
89161,39316,54670
89166,91126,100798
89169,30581,44535
89178,88517,100602
89179,99662,104316
89183,65988,85424
89191,-,-
89301,62218,72298
89310,60500,74903
89311,71806,68335
89314,44479,52089
89316,76000,89601
89317,-,45553
89318,54950,59895
89319,66250,54764
89402,-,N
89403,62797,76436
89404,-,-
89405,-,N
89406,58076,70245
89408,61383,72434
89409,56923,163676
89410,63841,80278
